name,company,year,kms_driven,fuel_type,Price
Renault Kwid EV,Renault,2024,21575,Electric,826961
Lexus UX,Lexus,2026,1618,Petrol,5180532
Cadillac Escalade,Cadillac,2013,190426,Diesel,13450475
Honda CR-V,Honda,2010,255263,Petrol,4474289
Maruti Suzuki Ertiga,Maruti,2012,141046,Diesel,1107548
Toyota Fortuner Legender,Toyota,2024,38111,Diesel,4236661
Mercedes-Benz E-Class,Mercedes-Benz,2025,15939,Diesel,8790528
Audi A5,Audi,2021,60412,Petrol,5563348
Mahindra XUV900,Mahindra,2013,130297,Diesel,2185613
Kia EV6,Kia,2014,118420,Electric,6150285
BMW X3 M,BMW,2025,14685,Petrol,8028451
Toyota Camry Hybrid,Toyota,2020,115626,Electric,4945892
Lexus NX,Lexus,2021,40357,Petrol,7552144
Tata Harrier EV,Tata,2010,215195,Electric,2517025
Bentley Continental GT,Bentley,2023,51957,Petrol,47286708
Audi Q7,Audi,2023,46896,Diesel,9002239
Lincoln MKZ,Lincoln,2012,147267,Diesel,5122533
Hyundai Tucson,Hyundai,2024,36569,Diesel,3074244
Lexus IS,Lexus,2025,15060,Diesel,6429840
Rolls Royce Spectre,Rolls,2023,41720,Diesel,91228582
Mercedes-Benz GLB,Mercedes-Benz,2019,80832,Petrol,5803523
McLaren 720S,McLaren,2022,65554,Diesel,45378765
Mercedes-Benz GLS,Mercedes-Benz,2010,186892,Diesel,12444370
Mercedes-Benz AMG A35,Mercedes-Benz,2011,221237,Petrol,6238436
Jaguar XE,Jaguar,2014,235301,Petrol,5168574
BMW X3 M,BMW,2018,131762,Petrol,8831042
Lexus RX,Lexus,2012,153941,Petrol,10597947
Mahindra XUV400,Mahindra,2026,2786,Petrol,1872647
Rolls Royce Boat Tail,Rolls,2017,84389,Petrol,243920663
BMW X5,BMW,2017,109732,Diesel,10822121
Mercedes-Benz SL,Mercedes-Benz,2021,87835,Electric,15406801
Mahindra Thar,Mahindra,2019,78130,Diesel,1601717
Jeep Wrangler,Jeep,2019,93671,Petrol,5763361
Lexus UX 300e,Lexus,2010,220734,Diesel,5583688
Volkswagen Taigun,Volkswagen,2010,201041,Diesel,1598150
Aston Martin DBS Superleggera,Aston,2026,1009,Petrol,58204424
Kia Seltos,Kia,2014,172658,Petrol,1318909
Mercedes-Benz AMG E53,Mercedes-Benz,2016,185183,Petrol,13570864
Volkswagen Polo,Volkswagen,2026,1916,Petrol,745004
Kia EV9,Kia,2013,248714,Electric,13919603
Porsche 718 Boxster,Porsche,2026,3176,Petrol,15721884
Mercedes-Benz GLA,Mercedes-Benz,2018,93241,Petrol,4761234
Genesis G90,Genesis,2012,119406,Diesel,7282057
Land Rover Discovery 5,Land Rover,2013,109619,Diesel,12688689
Volvo V60,Volvo,2014,114085,Petrol,5992005
Mercedes-Benz E-Class,Mercedes-Benz,2016,89129,Petrol,9539201
Toyota Fortuner,Toyota,2018,141797,Petrol,4266945
Aston Martin DB12,Aston,2019,67416,Petrol,47020405
Ferrari F8 Tributo,Ferrari,2025,19034,Diesel,46965278
Maruti Suzuki Swift,Maruti,2013,219418,Diesel,851337
Volvo XC90,Volvo,2023,54705,Petrol,10085570
Tata Tigor,Tata,2025,17476,Diesel,712338
Hyundai Alcazar,Hyundai,2011,190331,Petrol,1945033
Audi TT,Audi,2023,41420,Petrol,6836235
BMW X6,BMW,2016,91654,Diesel,11704776
Bentley Continental GT,Bentley,2013,143558,Petrol,49801607
Lexus RX,Lexus,2016,139188,Diesel,10692466
Nissan Magnite,Nissan,2010,235911,Petrol,757425
Mahindra Bolero,Mahindra,2018,131515,Diesel,1060866
BMW X1,BMW,2023,56972,Petrol,4912331
Mahindra Scorpio N,Mahindra,2020,93806,Petrol,1817932
Lincoln Nautilus,Lincoln,2026,3562,Diesel,6723176
Mercedes-Benz AMG E53,Mercedes-Benz,2017,122636,Diesel,13042081
Hyundai Tucson,Hyundai,2023,31652,Petrol,3136651
Rolls Royce Cullinan,Rolls,2025,12891,Petrol,73223371
Land Rover Range Rover,Land Rover,2017,78442,Diesel,38601599
Toyota Land Cruiser,Toyota,2016,121894,Petrol,22383363
Cadillac CT5,Cadillac,2013,259149,Petrol,6273169
Lexus LC,Lexus,2015,112373,Petrol,22744671
BMW M3,BMW,2022,73883,Diesel,14647655
MG Astor,MG,2011,165896,Diesel,1083420
Mercedes-Benz AMG GT,Mercedes-Benz,2014,179920,Petrol,28115209
BMW 6 Series,BMW,2020,69190,Diesel,7141262
Ferrari 296 GTB,Ferrari,2012,277783,Diesel,54130294
MG 5 EV,MG,2012,119204,Electric,2879721
Land Rover Discovery 5,Land Rover,2011,236871,Petrol,13338289
Jaguar XJ,Jaguar,2023,29109,Diesel,11682849
Aston Martin DB12,Aston,2020,86917,Petrol,48333178
Renault Duster,Renault,2018,101668,Petrol,1239402
Lexus LS,Lexus,2022,56666,Petrol,18275372
Porsche 911 GT3,Porsche,2026,1420,Diesel,29059919
Lexus GX,Lexus,2022,51034,Petrol,10578744
Volvo XC60,Volvo,2025,12762,Petrol,6925742
Volkswagen Virtus,Volkswagen,2012,239073,Diesel,1628610
Tata Harrier EV,Tata,2012,273599,Electric,2430143
Aston Martin DBX,Aston,2016,125256,Petrol,42424348
Audi RS5,Audi,2025,17775,Electric,12132508
Tata Nexon,Tata,2012,199893,Petrol,1675441
Honda WR-V,Honda,2024,22786,Petrol,1007400
Lincoln MKZ,Lincoln,2017,120026,Petrol,5177697
Jeep Renegade,Jeep,2019,71761,Diesel,1963688
Jeep Grand Cherokee,Jeep,2021,83675,Petrol,8178227
Jeep Compass,Jeep,2020,89730,Petrol,2112540
Mercedes-Benz AMG A45,Mercedes-Benz,2023,47666,Petrol,7668805
Maruti Suzuki Baleno,Maruti,2018,156464,Diesel,745428
Mahindra XUV900,Mahindra,2021,76136,Petrol,2313489
Skoda Slavia,Skoda,2013,252111,Petrol,1729567
Mercedes-Benz SL,Mercedes-Benz,2019,75654,Petrol,17952279
McLaren P1,McLaren,2022,67456,Petrol,79713174
Aston Martin Valhalla,Aston,2024,16244,Petrol,74102445
BMW 5 Series,BMW,2016,110832,Diesel,7667922
Jeep Gladiator,Jeep,2021,49001,Petrol,5719193
Jeep Renegade,Jeep,2011,154342,Diesel,1764763
Bentley Bentayga,Bentley,2010,277310,Diesel,53709922
Toyota Fortuner Legender,Toyota,2024,29914,Petrol,4635512
Lamborghini Huracan,Lamborghini,2019,106542,Petrol,44264750
Audi A7,Audi,2012,171212,Petrol,8519910
Mahindra Scorpio,Mahindra,2024,26724,Petrol,1414658
Mahindra XUV900,Mahindra,2012,213773,Diesel,2762867
Toyota Fortuner Legender,Toyota,2010,173447,Diesel,4257427
Genesis GV60,Genesis,2023,26278,Diesel,7055651
Rolls Royce Dawn,Rolls,2013,186788,Petrol,82663171
BMW X4,BMW,2011,247855,Petrol,7176201
Honda Elevate,Honda,2019,127593,Diesel,1559601
Mercedes-Benz AMG C63,Mercedes-Benz,2020,81570,Petrol,16914254
BMW M4,BMW,2021,74023,Diesel,14819602
Rolls Royce Wraith,Rolls,2024,31006,Petrol,66755128
Tata Harrier,Tata,2015,123441,Petrol,1527426
Mahindra KUV100,Mahindra,2021,58076,Petrol,761748
Hyundai Venue,Hyundai,2013,245911,Petrol,1038591
Mercedes-Benz B-Class,Mercedes-Benz,2022,34683,Diesel,4738472
Volkswagen Vento,Volkswagen,2021,58308,Petrol,1468369
Honda Jazz,Honda,2015,116524,Petrol,987059
Honda Civic,Honda,2025,12854,Petrol,1795848
Mercedes-Benz GLC,Mercedes-Benz,2025,19759,Petrol,7956712
Bentley Flying Spur,Bentley,2020,117839,Diesel,61121831
Mercedes-Benz AMG A45,Mercedes-Benz,2022,52920,Diesel,7756626
Mercedes-Benz C-Class,Mercedes-Benz,2018,145019,Petrol,5864974
Mercedes-Benz B-Class,Mercedes-Benz,2019,121430,Diesel,4798285
Land Rover Discovery Sport,Land Rover,2022,67591,Diesel,7038682
Hyundai i20,Hyundai,2013,211685,Diesel,747798
Rolls Royce Dawn,Rolls,2015,126131,Petrol,78707756
Audi Q4 e-tron,Audi,2025,18168,Electric,10578290
Hyundai Alcazar,Hyundai,2017,174545,Electric,1679511
Mercedes-Benz CLS,Mercedes-Benz,2025,11033,Petrol,9614030
Ferrari Daytona SP3,Ferrari,2014,234122,Diesel,46628830
Ferrari Roma,Ferrari,2018,121891,Petrol,37837613
Ferrari Purosangue,Ferrari,2021,72641,Diesel,55520200
Mercedes-Benz AMG GTR,Mercedes-Benz,2011,284852,Diesel,38173146
MG Gloster,MG,2022,32369,Diesel,3537608
BMW M8,BMW,2023,39911,Diesel,23508730
BMW X1,BMW,2016,102440,Petrol,4937900
Land Rover Range Rover Velar,Land Rover,2013,223645,Petrol,9878973
Audi A5,Audi,2018,126168,Petrol,5349436
Mahindra Scorpio,Mahindra,2014,201386,Petrol,1359026
BMW X4,BMW,2020,116374,Petrol,7353415
Audi A3,Audi,2018,85769,Petrol,3824308
Mercedes-Benz AMG C43,Mercedes-Benz,2023,56360,Diesel,8898288
Ferrari SF90 Stradale,Ferrari,2026,380,Petrol,78153416
Volkswagen Golf GTI,Volkswagen,2025,15329,Petrol,3270426
Ferrari Daytona SP3,Ferrari,2021,76748,Petrol,49088329
BMW 4 Series,BMW,2022,45429,Petrol,5615550
Honda WR-V,Honda,2025,14238,Petrol,916853
Volkswagen Vento,Volkswagen,2016,95906,Petrol,1249252
Nissan Kicks,Nissan,2018,72945,Petrol,929124
Skoda Slavia,Skoda,2017,142212,Petrol,1204716
BMW Z4,BMW,2016,92342,Petrol,9568168
Audi RS5,Audi,2010,204842,Diesel,11822671
Cadillac CT4,Cadillac,2025,8050,Petrol,5717441
Renault Kiger,Renault,2010,155106,Diesel,660131
Volkswagen Golf GTI,Volkswagen,2021,60607,Diesel,3337250
Maruti Suzuki Ignis,Maruti,2018,158956,Petrol,695044
Volvo Polestar 2,Volvo,2014,135097,Petrol,8220959
Renault Kwid EV,Renault,2019,87952,Electric,983972
Mercedes-Benz CLA,Mercedes-Benz,2017,103641,Electric,5230125
Lincoln Aviator,Lincoln,2013,176048,Petrol,8309288
Volkswagen Ameo,Volkswagen,2016,109670,Diesel,1014475
Genesis G80,Genesis,2016,98354,Petrol,5355061
Land Rover Range Rover Velar,Land Rover,2019,123863,Diesel,9000321
Kia EV6,Kia,2022,53927,Electric,5928276
Hyundai Casper,Hyundai,2016,134866,Petrol,641735
Porsche 911,Porsche,2018,159199,Electric,21482392
Renault Kwid,Renault,2012,130363,Diesel,458203
BMW X7,BMW,2018,101562,Petrol,14446075
Honda Amaze,Honda,2021,62868,Diesel,805641
Lamborghini Urus,Lamborghini,2014,190602,Petrol,44718442
Maruti Suzuki Fronx,Maruti,2023,28754,Petrol,1363399
Hyundai Creta,Hyundai,2017,174328,Electric,1880034
Genesis GV80,Genesis,2017,88507,Diesel,6731404
Volkswagen Ameo,Volkswagen,2018,122825,Petrol,865983
Kia Carens,Kia,2020,107595,Petrol,1023711
Tata Nexon,Tata,2025,13376,Petrol,1049349
Mercedes-Benz GLC,Mercedes-Benz,2010,138143,Petrol,7996954
McLaren Artura,McLaren,2014,127119,Petrol,55886180
Mercedes-Benz SL,Mercedes-Benz,2024,21866,Petrol,16026305
Kia Carens,Kia,2019,65295,Petrol,1452364
Nissan Kicks,Nissan,2021,49848,Petrol,975091
Audi TT RS,Audi,2016,181548,Petrol,8868712
BMW M3,BMW,2020,79221,Diesel,13143103
Mercedes-Benz GLC,Mercedes-Benz,2017,155938,Electric,8251021
Lexus LC,Lexus,2025,10171,Petrol,22532736
Jeep Compass,Jeep,2020,97195,Diesel,2277127
Kia EV6,Kia,2016,146664,Electric,6390593
Renault Kwid,Renault,2023,59044,Diesel,487207
Lincoln Navigator,Lincoln,2012,232103,Diesel,9938751
Volvo EX30,Volvo,2021,56566,Petrol,4754495
Mercedes-Benz B-Class,Mercedes-Benz,2026,504,Petrol,4947545
Hyundai Casper,Hyundai,2017,132775,Electric,667372
Tata Harrier,Tata,2013,256439,Petrol,1561068
BMW M2,BMW,2021,96794,Petrol,10218129
Mercedes-Benz SLK,Mercedes-Benz,2020,61646,Electric,7027535
Lamborghini Revuelto,Lamborghini,2010,163948,Petrol,91280243
Lexus LC,Lexus,2017,174455,Petrol,22058735
Audi RS5,Audi,2019,79808,Diesel,12302449
Tata Safari,Tata,2017,83012,Petrol,1701354
McLaren GT,McLaren,2022,54691,Petrol,45559128
Porsche 911 GT3,Porsche,2010,295046,Petrol,28548622
Volvo C40,Volvo,2013,116868,Petrol,5868399
Maruti Suzuki Alto,Maruti,2019,109975,Petrol,376841
Audi A4,Audi,2015,126918,Diesel,4480849
Maserati Levante,Maserati,2014,201342,Diesel,16751975
Cadillac XT6,Cadillac,2011,207832,Petrol,6277049
Jaguar F-Pace,Jaguar,2016,81455,Petrol,7826101
Toyota Yaris,Toyota,2025,8371,Diesel,1987987
Honda Amaze,Honda,2018,128949,Petrol,977623
Maruti Suzuki Ignis,Maruti,2020,86415,Diesel,625344
Lexus LS,Lexus,2022,38862,Petrol,18745188
McLaren 750S,McLaren,2010,232816,Petrol,41687393
Kia Carnival,Kia,2022,39639,Diesel,2771577
Porsche 718 Boxster,Porsche,2019,113052,Diesel,16826833
Maruti Suzuki Ciaz,Maruti,2023,38310,Petrol,1120368
Kia Sportage,Kia,2017,136443,Petrol,2921532
Volvo V40,Volvo,2020,72580,Petrol,4652768
Audi Q3,Audi,2019,123792,Petrol,4829721
Aston Martin Vantage,Aston,2022,35606,Petrol,30832467
Skoda Superb,Skoda,2024,19482,Petrol,3172560
Mahindra Scorpio,Mahindra,2012,196763,Diesel,1345367
Nissan Kicks,Nissan,2024,20889,Petrol,1013460
Renault Kwid,Renault,2024,16503,Diesel,577428
Toyota Corolla,Toyota,2017,170733,Petrol,1940306
MG Comet EV,MG,2024,39477,Electric,869406
Toyota Vellfire,Toyota,2026,3558,Petrol,95170153
Skoda Rapid,Skoda,2022,52238,Petrol,1085636
Aston Martin DBX,Aston,2014,96255,Petrol,39371254
Maruti Suzuki Fronx,Maruti,2019,134267,Petrol,880219
MG ZS EV,MG,2016,122616,Electric,2558144
Skoda Kushaq,Skoda,2011,290888,Diesel,1726321
Lamborghini Huracan,Lamborghini,2017,91170,Petrol,40154483
Lincoln Navigator,Lincoln,2014,215787,Diesel,8744479
Volkswagen Taigun,Volkswagen,2015,207286,Petrol,1171921
Cadillac XT5,Cadillac,2022,75454,Petrol,5381265
MG Comet EV,MG,2016,147235,Electric,770626
Porsche 718 Boxster,Porsche,2023,30343,Petrol,15508640
McLaren P1,McLaren,2021,88183,Diesel,80807852
Cadillac XT5,Cadillac,2018,68334,Diesel,6508148
Skoda Kodiaq,Skoda,2025,15158,Petrol,3877374
Volkswagen Vento,Volkswagen,2021,67361,Petrol,1120883
Mercedes-Benz AMG C43,Mercedes-Benz,2012,120002,Petrol,9213155
Jeep Grand Cherokee,Jeep,2026,3088,Diesel,8203345
Tata Tiago,Tata,2017,75601,Diesel,783263
Honda City,Honda,2019,110259,Petrol,1172809
Land Rover Defender,Land Rover,2011,201034,Petrol,12167832
Bentley Bentayga,Bentley,2017,78326,Petrol,45877481
Hyundai Tucson,Hyundai,2019,81916,Petrol,3210116
Hyundai Venue,Hyundai,2024,36047,Petrol,1077601
McLaren P1,McLaren,2025,10195,Petrol,86085798
Porsche Taycan,Porsche,2023,57912,Petrol,22191558
BMW X5,BMW,2017,106717,Petrol,10511055
Volvo V40,Volvo,2016,127105,Petrol,4811515
Land Rover Range Rover Velar,Land Rover,2014,205470,Petrol,9207080
Land Rover Discovery 5,Land Rover,2025,12756,Diesel,13036670
Mahindra Scorpio N,Mahindra,2018,129493,Petrol,1756911
Honda HR-V,Honda,2025,14942,Petrol,1651547
Toyota Fortuner Legender,Toyota,2021,75810,Petrol,4451056
BMW X1,BMW,2025,9488,Petrol,5132464
Mahindra XUV300,Mahindra,2018,98746,Petrol,1288402
Toyota Fortuner Legender,Toyota,2014,176682,Petrol,4512868
MG 5 EV,MG,2012,127475,Electric,2844282
Citroen C3 Aircross,Citroen,2026,928,Petrol,1140843
Aston Martin DB11,Aston,2017,94452,Diesel,43619173
Mercedes-Benz E-Class,Mercedes-Benz,2019,112708,Diesel,8795218
Tata Safari EV,Tata,2023,55467,Electric,1789662
Maruti Suzuki Invicto,Maruti,2014,229368,Petrol,2821745
Genesis G70,Genesis,2021,50335,Petrol,4027145
